Status; Data/Hora; Sessão; Mensagem;
OK!; 2023-02-10 14:41:06.935865; A sessão ainda é válida; Arquivo: ./config/data.json gerado e enviado com sucesso! - EMPRESAS LISTADAS: 1587;.
